user_id,signup_date,revenue_month,mrr,is_active
1,2024-06-02,2024-07-01,50.00,t
1,2024-06-02,2024-08-01,50.00,t
1,2024-06-02,2024-09-01,50.00,t
1,2024-06-02,2024-10-01,50.00,t
1,2024-06-02,2024-11-01,50.00,t
1,2024-06-02,2024-12-01,50.00,t
1,2024-06-02,2025-01-01,50.00,t
2,2024-04-21,2024-05-01,20.00,t
2,2024-04-21,2024-06-01,20.00,t
2,2024-04-21,2024-07-01,20.00,t
2,2024-04-21,2024-08-01,20.00,t
2,2024-04-21,2024-09-01,20.00,t
2,2024-04-21,2024-10-01,20.00,t
2,2024-04-21,2024-11-01,20.00,t
2,2024-04-21,2024-12-01,20.00,t
2,2024-04-21,2025-01-01,20.00,t
3,2023-01-11,2023-02-01,20.00,t
3,2023-01-11,2023-03-01,20.00,t
3,2023-01-11,2023-04-01,20.00,t
3,2023-01-11,2023-05-01,20.00,t
3,2023-01-11,2023-06-01,20.00,t
3,2023-01-11,2023-07-01,20.00,t
3,2023-01-11,2023-08-01,20.00,t
3,2023-01-11,2023-09-01,20.00,t
3,2023-01-11,2023-10-01,20.00,t
3,2023-01-11,2023-11-01,20.00,t
3,2023-01-11,2023-12-01,20.00,t
3,2023-01-11,2024-01-01,20.00,t
3,2023-01-11,2024-02-01,20.00,t
3,2023-01-11,2024-03-01,20.00,t
3,2023-01-11,2024-04-01,20.00,t
3,2023-01-11,2024-05-01,20.00,t
3,2023-01-11,2024-06-01,20.00,t
3,2023-01-11,2024-07-01,20.00,t
3,2023-01-11,2024-08-01,20.00,t
3,2023-01-11,2024-09-01,20.00,t
3,2023-01-11,2024-10-01,20.00,t
3,2023-01-11,2024-11-01,20.00,t
3,2023-01-11,2024-12-01,20.00,t
3,2023-01-11,2025-01-01,20.00,t
4,2023-06-05,2024-09-01,20.00,t
4,2023-06-05,2024-10-01,20.00,t
4,2023-06-05,2024-11-01,20.00,t
4,2023-06-05,2024-12-01,20.00,t
4,2023-06-05,2025-01-01,20.00,t
5,2023-10-27,2023-11-01,50.00,t
5,2023-10-27,2023-12-01,50.00,t
5,2023-10-27,2024-01-01,50.00,t
5,2023-10-27,2024-02-01,50.00,t
5,2023-10-27,2024-03-01,50.00,t
5,2023-10-27,2024-04-01,50.00,t
5,2023-10-27,2024-05-01,50.00,t
5,2023-10-27,2024-06-01,50.00,t
5,2023-10-27,2024-07-01,50.00,t
5,2023-10-27,2024-08-01,50.00,t
5,2023-10-27,2024-09-01,50.00,t
5,2023-10-27,2024-10-01,50.00,t
5,2023-10-27,2024-11-01,50.00,t
5,2023-10-27,2024-12-01,50.00,t
5,2023-10-27,2025-01-01,50.00,t
6,2024-06-08,2024-07-01,50.00,t
6,2024-06-08,2024-08-01,50.00,t
6,2024-06-08,2024-09-01,50.00,t
6,2024-06-08,2024-10-01,50.00,t
6,2024-06-08,2024-11-01,50.00,t
6,2024-06-08,2024-12-01,50.00,t
6,2024-06-08,2025-01-01,50.00,t
7,2023-03-23,2023-04-01,50.00,t
7,2023-03-23,2023-05-01,50.00,t
7,2023-03-23,2023-06-01,50.00,t
7,2023-03-23,2023-07-01,50.00,t
7,2023-03-23,2023-08-01,50.00,t
7,2023-03-23,2023-09-01,50.00,t
7,2023-03-23,2023-10-01,50.00,t
7,2023-03-23,2023-11-01,50.00,t
7,2023-03-23,2023-12-01,50.00,t
7,2023-03-23,2024-01-01,50.00,t
7,2023-03-23,2024-02-01,50.00,t
7,2023-03-23,2024-03-01,50.00,t
7,2023-03-23,2024-04-01,50.00,t
7,2023-03-23,2024-05-01,50.00,t
7,2023-03-23,2024-06-01,50.00,t
7,2023-03-23,2024-07-01,50.00,t
7,2023-03-23,2024-08-01,50.00,t
7,2023-03-23,2024-09-01,50.00,t
7,2023-03-23,2024-10-01,50.00,t
7,2023-03-23,2024-11-01,50.00,t
7,2023-03-23,2024-12-01,50.00,t
7,2023-03-23,2025-01-01,50.00,t
8,2024-11-24,2024-12-01,20.00,t
8,2024-11-24,2025-01-01,20.00,t
9,2024-01-16,2024-02-01,50.00,t
9,2024-01-16,2024-03-01,50.00,t
9,2024-01-16,2024-04-01,50.00,t
9,2024-01-16,2024-05-01,50.00,t
9,2024-01-16,2024-06-01,50.00,t
9,2024-01-16,2024-07-01,50.00,t
9,2024-01-16,2024-08-01,50.00,t
9,2024-01-16,2024-09-01,50.00,t
9,2024-01-16,2024-10-01,50.00,t
9,2024-01-16,2024-11-01,50.00,t
9,2024-01-16,2024-12-01,50.00,t
9,2024-01-16,2025-01-01,50.00,t
10,2023-03-29,2023-04-01,50.00,t
10,2023-03-29,2023-05-01,50.00,t
10,2023-03-29,2023-06-01,50.00,t
10,2023-03-29,2023-07-01,50.00,t
10,2023-03-29,2023-08-01,50.00,t
10,2023-03-29,2023-09-01,50.00,t
10,2023-03-29,2023-10-01,50.00,t
10,2023-03-29,2023-11-01,50.00,t
10,2023-03-29,2023-12-01,50.00,t
10,2023-03-29,2024-01-01,50.00,t
10,2023-03-29,2024-02-01,50.00,t
10,2023-03-29,2024-03-01,50.00,t
10,2023-03-29,2024-04-01,50.00,t
10,2023-03-29,2024-05-01,50.00,t
10,2023-03-29,2024-06-01,50.00,t
10,2023-03-29,2024-07-01,50.00,t
10,2023-03-29,2024-08-01,50.00,t
10,2023-03-29,2024-09-01,50.00,t
10,2023-03-29,2024-10-01,50.00,t
10,2023-03-29,2024-11-01,50.00,t
10,2023-03-29,2024-12-01,50.00,t
10,2023-03-29,2025-01-01,50.00,t
11,2024-11-03,2024-12-01,50.00,t
11,2024-11-03,2025-01-01,50.00,t
12,2023-03-06,2023-04-01,50.00,t
12,2023-03-06,2023-05-01,50.00,t
12,2023-03-06,2023-06-01,50.00,t
12,2023-03-06,2023-07-01,50.00,t
12,2023-03-06,2023-08-01,50.00,t
12,2023-03-06,2023-09-01,50.00,t
12,2023-03-06,2023-10-01,50.00,t
12,2023-03-06,2023-11-01,50.00,t
12,2023-03-06,2023-12-01,50.00,t
12,2023-03-06,2024-01-01,50.00,t
12,2023-03-06,2024-02-01,50.00,t
12,2023-03-06,2024-03-01,50.00,t
12,2023-03-06,2024-04-01,50.00,t
12,2023-03-06,2024-05-01,50.00,t
12,2023-03-06,2024-06-01,50.00,t
12,2023-03-06,2024-07-01,50.00,t
12,2023-03-06,2024-08-01,50.00,t
12,2023-03-06,2024-09-01,50.00,t
12,2023-03-06,2024-10-01,50.00,t
12,2023-03-06,2024-11-01,50.00,t
12,2023-03-06,2024-12-01,50.00,t
12,2023-03-06,2025-01-01,50.00,t
13,2024-09-09,2024-10-01,50.00,t
13,2024-09-09,2024-11-01,50.00,t
13,2024-09-09,2024-12-01,50.00,t
13,2024-09-09,2025-01-01,50.00,t
14,2023-11-24,2023-12-01,50.00,t
14,2023-11-24,2024-01-01,50.00,t
14,2023-11-24,2024-02-01,50.00,t
14,2023-11-24,2024-03-01,50.00,t
14,2023-11-24,2024-04-01,50.00,t
14,2023-11-24,2024-05-01,50.00,t
14,2023-11-24,2024-06-01,50.00,t
14,2023-11-24,2024-07-01,50.00,t
14,2023-11-24,2024-08-01,50.00,t
14,2023-11-24,2024-09-01,50.00,t
14,2023-11-24,2024-10-01,50.00,t
14,2023-11-24,2024-11-01,50.00,t
14,2023-11-24,2024-12-01,50.00,t
14,2023-11-24,2025-01-01,50.00,t
15,2024-12-01,2024-12-01,50.00,t
15,2024-12-01,2025-01-01,50.00,t
16,2023-01-06,2023-02-01,50.00,t
16,2023-01-06,2023-03-01,50.00,t
16,2023-01-06,2023-04-01,50.00,t
16,2023-01-06,2023-05-01,50.00,t
16,2023-01-06,2023-06-01,50.00,t
16,2023-01-06,2023-07-01,50.00,t
16,2023-01-06,2023-08-01,50.00,t
16,2023-01-06,2023-09-01,50.00,t
16,2023-01-06,2023-10-01,50.00,t
16,2023-01-06,2023-11-01,50.00,t
16,2023-01-06,2023-12-01,50.00,t
16,2023-01-06,2024-01-01,50.00,t
16,2023-01-06,2024-02-01,50.00,t
16,2023-01-06,2024-03-01,50.00,t
16,2023-01-06,2024-04-01,50.00,t
16,2023-01-06,2024-05-01,50.00,t
16,2023-01-06,2024-06-01,50.00,t
16,2023-01-06,2024-07-01,50.00,t
16,2023-01-06,2024-08-01,50.00,t
16,2023-01-06,2024-09-01,50.00,t
16,2023-01-06,2024-10-01,50.00,t
16,2023-01-06,2024-11-01,50.00,t
16,2023-01-06,2024-12-01,50.00,t
16,2023-01-06,2025-01-01,50.00,t
17,2023-02-18,2023-03-01,50.00,t
17,2023-02-18,2023-04-01,50.00,t
17,2023-02-18,2023-05-01,50.00,t
17,2023-02-18,2023-06-01,50.00,t
17,2023-02-18,2023-07-01,50.00,t
17,2023-02-18,2023-08-01,50.00,t
17,2023-02-18,2023-09-01,50.00,t
17,2023-02-18,2023-10-01,50.00,t
17,2023-02-18,2023-11-01,50.00,t
17,2023-02-18,2023-12-01,50.00,t
17,2023-02-18,2024-01-01,50.00,t
17,2023-02-18,2024-02-01,50.00,t
17,2023-02-18,2024-03-01,50.00,t
17,2023-02-18,2024-04-01,50.00,t
17,2023-02-18,2024-05-01,50.00,t
17,2023-02-18,2024-06-01,50.00,t
17,2023-02-18,2024-07-01,50.00,t
17,2023-02-18,2024-08-01,50.00,t
17,2023-02-18,2024-09-01,50.00,t
17,2023-02-18,2024-10-01,50.00,t
17,2023-02-18,2024-11-01,50.00,t
17,2023-02-18,2024-12-01,50.00,t
17,2023-02-18,2025-01-01,50.00,t
18,2024-10-29,2024-11-01,50.00,t
18,2024-10-29,2024-12-01,50.00,t
18,2024-10-29,2025-01-01,50.00,t
19,2024-11-01,2024-11-01,50.00,t
19,2024-11-01,2024-12-01,50.00,t
19,2024-11-01,2025-01-01,50.00,t
20,2024-11-03,2024-12-01,20.00,t
20,2024-11-03,2025-01-01,20.00,t
21,2023-10-07,2023-11-01,50.00,t
21,2023-10-07,2023-12-01,50.00,t
21,2023-10-07,2024-01-01,50.00,t
21,2023-10-07,2024-02-01,50.00,t
21,2023-10-07,2024-03-01,50.00,t
21,2023-10-07,2024-04-01,50.00,t
21,2023-10-07,2024-05-01,50.00,t
21,2023-10-07,2024-06-01,50.00,t
21,2023-10-07,2024-07-01,50.00,t
21,2023-10-07,2024-08-01,50.00,t
21,2023-10-07,2024-09-01,50.00,t
21,2023-10-07,2024-10-01,50.00,t
21,2023-10-07,2024-11-01,50.00,t
21,2023-10-07,2024-12-01,50.00,t
21,2023-10-07,2025-01-01,50.00,t
22,2024-04-12,2024-05-01,50.00,t
22,2024-04-12,2024-06-01,50.00,t
22,2024-04-12,2024-07-01,50.00,t
22,2024-04-12,2024-08-01,50.00,t
22,2024-04-12,2024-09-01,50.00,t
22,2024-04-12,2024-10-01,50.00,t
22,2024-04-12,2024-11-01,50.00,t
22,2024-04-12,2024-12-01,50.00,t
22,2024-04-12,2025-01-01,50.00,t
23,2023-01-06,2023-02-01,20.00,t
23,2023-01-06,2023-03-01,20.00,t
23,2023-01-06,2023-04-01,20.00,t
23,2023-01-06,2023-05-01,20.00,t
23,2023-01-06,2023-06-01,20.00,t
23,2023-01-06,2023-07-01,20.00,t
23,2023-01-06,2023-08-01,20.00,t
23,2023-01-06,2023-09-01,20.00,t
23,2023-01-06,2023-10-01,20.00,t
23,2023-01-06,2023-11-01,20.00,t
23,2023-01-06,2023-12-01,20.00,t
23,2023-01-06,2024-01-01,20.00,t
23,2023-01-06,2024-02-01,20.00,t
23,2023-01-06,2024-03-01,20.00,t
23,2023-01-06,2024-04-01,20.00,t
23,2023-01-06,2024-05-01,20.00,t
23,2023-01-06,2024-06-01,20.00,t
23,2023-01-06,2024-07-01,20.00,t
23,2023-01-06,2024-08-01,20.00,t
23,2023-01-06,2024-09-01,20.00,t
23,2023-01-06,2024-10-01,20.00,t
23,2023-01-06,2024-11-01,20.00,t
23,2023-01-06,2024-12-01,20.00,t
23,2023-01-06,2025-01-01,20.00,t
24,2024-08-17,2024-09-01,50.00,t
24,2024-08-17,2024-10-01,50.00,t
24,2024-08-17,2024-11-01,50.00,t
24,2024-08-17,2024-12-01,50.00,t
24,2024-08-17,2025-01-01,50.00,t
25,2023-08-21,2023-09-01,50.00,t
25,2023-08-21,2023-10-01,50.00,t
25,2023-08-21,2023-11-01,50.00,t
25,2023-08-21,2023-12-01,50.00,t
25,2023-08-21,2024-01-01,50.00,t
25,2023-08-21,2024-02-01,50.00,t
25,2023-08-21,2024-03-01,50.00,t
25,2023-08-21,2024-04-01,50.00,t
25,2023-08-21,2024-05-01,50.00,t
25,2023-08-21,2024-06-01,50.00,t
25,2023-08-21,2024-07-01,50.00,t
25,2023-08-21,2024-08-01,50.00,t
25,2023-08-21,2024-09-01,50.00,t
25,2023-08-21,2024-10-01,50.00,t
25,2023-08-21,2024-11-01,50.00,t
25,2023-08-21,2024-12-01,50.00,t
25,2023-08-21,2025-01-01,50.00,t
26,2023-08-17,2024-09-01,20.00,t
26,2023-08-17,2024-10-01,20.00,t
26,2023-08-17,2024-11-01,20.00,t
26,2023-08-17,2024-12-01,20.00,t
26,2023-08-17,2025-01-01,20.00,t
27,2023-11-30,2023-12-01,20.00,t
27,2023-11-30,2024-01-01,20.00,t
27,2023-11-30,2024-02-01,20.00,t
27,2023-11-30,2024-03-01,20.00,t
27,2023-11-30,2024-04-01,20.00,t
27,2023-11-30,2024-05-01,20.00,t
27,2023-11-30,2024-06-01,20.00,t
27,2023-11-30,2024-07-01,20.00,t
27,2023-11-30,2024-08-01,20.00,t
27,2023-11-30,2024-09-01,20.00,t
27,2023-11-30,2024-10-01,20.00,t
27,2023-11-30,2024-11-01,20.00,t
27,2023-11-30,2024-12-01,20.00,t
27,2023-11-30,2025-01-01,20.00,t
28,2024-05-22,2024-11-01,20.00,t
28,2024-05-22,2024-12-01,20.00,t
28,2024-05-22,2025-01-01,20.00,t
29,2023-03-30,2023-04-01,50.00,t
29,2023-03-30,2023-05-01,50.00,t
29,2023-03-30,2023-06-01,50.00,t
29,2023-03-30,2023-07-01,50.00,t
29,2023-03-30,2023-08-01,50.00,t
29,2023-03-30,2023-09-01,50.00,t
29,2023-03-30,2023-10-01,50.00,t
29,2023-03-30,2023-11-01,50.00,t
29,2023-03-30,2023-12-01,50.00,t
29,2023-03-30,2024-01-01,50.00,t
29,2023-03-30,2024-02-01,50.00,t
29,2023-03-30,2024-03-01,50.00,t
29,2023-03-30,2024-04-01,50.00,t
29,2023-03-30,2024-05-01,50.00,t
29,2023-03-30,2024-06-01,50.00,t
29,2023-03-30,2024-07-01,50.00,t
29,2023-03-30,2024-08-01,50.00,t
29,2023-03-30,2024-09-01,50.00,t
29,2023-03-30,2024-10-01,50.00,t
29,2023-03-30,2024-11-01,50.00,t
29,2023-03-30,2024-12-01,50.00,t
29,2023-03-30,2025-01-01,50.00,t
30,2023-04-27,2023-05-01,50.00,t
30,2023-04-27,2023-06-01,50.00,t
30,2023-04-27,2023-07-01,50.00,t
30,2023-04-27,2023-08-01,50.00,t
30,2023-04-27,2023-09-01,50.00,t
30,2023-04-27,2023-10-01,50.00,t
30,2023-04-27,2023-11-01,50.00,t
30,2023-04-27,2023-12-01,50.00,t
30,2023-04-27,2024-01-01,50.00,t
30,2023-04-27,2024-02-01,50.00,t
30,2023-04-27,2024-03-01,50.00,t
30,2023-04-27,2024-04-01,50.00,t
30,2023-04-27,2024-05-01,50.00,t
30,2023-04-27,2024-06-01,50.00,t
30,2023-04-27,2024-07-01,50.00,t
30,2023-04-27,2024-08-01,50.00,t
30,2023-04-27,2024-09-01,50.00,t
30,2023-04-27,2024-10-01,50.00,t
30,2023-04-27,2024-11-01,50.00,t
30,2023-04-27,2024-12-01,50.00,t
30,2023-04-27,2025-01-01,50.00,t
31,2023-01-02,2023-02-01,50.00,t
31,2023-01-02,2023-03-01,50.00,t
31,2023-01-02,2023-04-01,50.00,t
31,2023-01-02,2023-05-01,50.00,t
31,2023-01-02,2023-06-01,50.00,t
31,2023-01-02,2023-07-01,50.00,t
31,2023-01-02,2023-08-01,50.00,t
31,2023-01-02,2023-09-01,50.00,t
31,2023-01-02,2023-10-01,50.00,t
31,2023-01-02,2023-11-01,50.00,t
31,2023-01-02,2023-12-01,50.00,t
31,2023-01-02,2024-01-01,50.00,t
31,2023-01-02,2024-02-01,50.00,t
31,2023-01-02,2024-03-01,50.00,t
31,2023-01-02,2024-04-01,50.00,t
31,2023-01-02,2024-05-01,50.00,t
31,2023-01-02,2024-06-01,50.00,t
